processed_tweets,brand,emotions
"['iphone', 'crashed', 'fresh', 'restore', 'lost', 'fave', 'dali', 'canvas', 'pak', 'ever', 'get', 'back', 'also']",Apple,Negative
"['charging', 'iphone', 'ipad', 'also', 'water', 'gummy', 'bear', 'hilton', 'charging', 'station', 'link']",Apple,Neutral
"['today', 'last', 'day', 'apple', 'vacation', 'start', 'tomorrow', 'great', 'experience']",Apple,Positive
"['time', 'late', 'night', 'ipad', '2', 'purchase', 'apple', 'store', 'sxsw', 'w', '75', 'others', 'link']",Apple,Positive
"['bringing', 'macbook', 'ipad', 'iphone', 'seem', 'really', 'practical']",Apple,Neutral
"['got', 'mophie', 'juice', 'pack', 'plus', 'iphone', '4', 'ready', 'double', 'battery', 'life']",Apple,Positive
"['sound', 'voice', 'shot', 'exploiting', 'apple', 'best', '14', 'day', 'return', 'policy', 'imacs', 'brilliant']",Apple,Positive
"['sound', 'voice', 'shot', 'exploiting', 'apple', 'best', '14', 'day', 'return', 'policy', 'imacs', 'brilliant', 'link']",Apple,Positive
"['way', 'android', 'party', 'hewlitt', 'packard', 'badass', 'thing', 'goiing', 'free', 'food', 'booze', 'music', 'love']",Google,Neutral
"['ahhh', 'darn', 'rt', 'according', 'google', 'confirmed', 'launching']",Google,Negative
"['yes', 'know', 'using', 'little', 'jazz', 'hand', 'said']",Apple,Neutral
"['google', 'place', 'one', 'check', 'need', 'aggregator']",Google,Neutral
"['innovation', 'creativity', 'keep', 'moving', '90', 'job', 'available', 'via', 'hiring', 'hub', 'link']",Apple,Neutral
"['ûïmore', '35', 'million', 'mile', 'day', 'driven', 'google', 'map', 'navigation', 'assisted', 'marissa', 'mayer', 'gps', 'biz', 'toast']",Google,Positive
"['next', '5', 'googletv', 'ipad', 'apps', 'connected', 'tv', 'experience', 'link']",Apple,Neutral
"['houston', 'airport', 'number', 'peep', 'texting', 'away', 'hysterical', 'one', 'user', 'coveting', 'electric', 'outlet', 'lol']",Apple,Neutral
"['kid', 'san', 'antonio', 'apple', 'store', 'told', 'ipad', '2', 'stock', 'throughout', 'texas', 'cause', 'shipped']",Apple,Neutral
"['app', 'think', 'ipad', 'hollergram', 'link']",Apple,Neutral
"['mike', 'tyson', 'appears', 'promote', 'iphone', 'ipad', 'game', 'link']",Apple,Neutral
"['ireport', 'austin', 'apple', 'store', 'via', 'highlight', 'josh', 'williams', 'link']",Apple,Neutral
"['arrived', 'austin', 'hotel', 'room', 'b', 'p', 'bring', 'apple', 'product', 'mbp', 'imac', 'ipad']",Apple,Neutral
"['australian', 'business', 'may', 'interested', 'seo', 'insight', 'google', 'bing', 'link']",Google,Positive
"['rt', 'maravilha', 'aproveitem', 'link']",Apple,Neutral
"['mike', 'tyson', 'coming', 'phone', 'near', 'link']",Apple,Neutral
"['fun', 'creating', 'dynamic', 'google', 'doc', 'opposite', 'side', 'room']",Google,Positive
"['rt', 'crowley', 'cashmore', 'think', 'ipad', '2', 'minor', 'step', 'tell', 'people', 'standing', 'line', 'apple', 'store']",Apple,Positive
"['rt', 'worry', 'guy', 'found', 'iphone', 'charger', 'deal', 'hipster', 'beard', 'right']",Apple,Neutral
"['double', 'fisting', 'keynote', 'link']",Apple,Neutral
"['despite', 'evening', 'back', 'alley', 'burlesque', 'made', '930a', 'panel', 'ipad', 'design']",Apple,Neutral
"['rt', 'first', '19', 'apps', 'download', '2', 'link', 'via']",Apple,Neutral
"['lesson', 'google', 'one', 'pas', 'digital', 'environment', 'user', 'want', 'purchase', 'across', 'every', 'platform', 'one', 'tool']",Google,Neutral
"['rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",Google,Positive
"['rt', 'google', 'preview', 'major', 'new', 'social', 'service', 'circle', 'today', 'say', 'link', 'ht']",Google,Neutral
"['post', 'google', 'bing', 'q', 'website', 'ranking', 'link']",Google,Neutral
"['lose', 'hour', 'tonight', 'attendee', 'blame', 'microsoft', 'apple', 'get', 'credit', 'fixing', 'christmas']",Apple,Positive
"['please', 'hear', 'people', 'talk', 'ipad', '2', 'preferrably', 'hashtags', 'really', 'deficit', 'life']",Apple,Negative
"['want', 'buy', 'new', 'apple', 'device', 'stand', 'line', 'behind', 'cause', 'steve', 'fedex', 'every', 'new', 'product', 'kawasaki']",Apple,Neutral
"['innovation', 'banking', 'coming', 'mobile', 'innovator', 'apple', 'google', 'verizon']",Google,Positive
"['pay', 'ipad', '2', 'person', 'get', 'zaarly', 'referral', 'march', '12th', 'link']",Apple,Neutral
"['tron', 'ipad', 'app', 'swish', 'behind', 'scene', 'footage', 'director', 'note', 'syncs', 'blueray', 'playing', 'film']",Apple,Positive
"['think', 'ipad', 'eminent', 'typing', 'thoughtful', 'note', 'phone', 'working', 'mac', 'book', 'big', 'handwriting', 'ridic', 'day', '2', 'conquered']",Apple,Positive
"['verizon', 'iphone', 'kicking', 'hairy', 'butt', 'sxsw', 'phone']",Apple,Positive
"['verizon', 'iphone', 'kicking', 'hairy', 'butt', 'sxsw', 'phone', 'link']",Apple,Positive
"['woman', 'great', 'fessing', 'issue', 'admitting', 'google', 'could', 'better']",Google,Negative
"['mike', 'tyson', 'signing', 'autograph', 'promote', 'iphone', 'boxing', 'game', 'oh', 'mighty', 'fallen']",Apple,Neutral
"['lisa', 'cohen', 'announced', 'iphone', 'app', 'month', 'sweet']",Apple,Positive
"['mike', 'tyson', 'launched', 'iphone', 'game', 'link', 'link']",Apple,Positive
"['wanting', 'line', 'unconfirmed', 'apple', 'store', 'ipad', '2']",Apple,Positive
"['waiting', 'line', 'ipad', '2', 'said', 'may', 'left', 'crossing', 'finger']",Apple,Positive
"['rt', 'love', 'apple', 'come', 'cool', 'technology', 'ever', 'heard', 'go', 'conference']",Apple,Positive
"['12', 'billion', 'mile', 'year', 'driven', 'google', 'navigation', 'mobile']",Google,Neutral
"['definition', 'meeping', 'google', 'messaging', 'link']",Google,Neutral
"['order', '2', 'week', 'wait', 'rt', 'decided', 'need', 'ipad']",Apple,Positive
"['party', 'good', 'college', 'party', 'feel']",Google,Neutral
"['30', 'million', 'people', 'go', 'google', 'every', 'month', 'get', 'doctor', 'information']",Google,Neutral
"['mike', 'tyson', 'punchout', 'today', 'feel', 'like', '1985', 'iphone', 'facial', 'tattoo', 'time', 'machine', 'link']",Apple,Neutral
"['left', 'brain', 'search', 'google', 'right', 'brain', 'search', 'x', 'best', 'session', 'today', 'covering', 'semantic', 'web', 'recommendation', 'link']",Google,Positive
"['never', 'seen', 'many', 'apple', 'product', 'life']",Apple,Positive
"['never', 'seen', 'many', 'head', 'turn', 'one', 'point', 'someone', 'asks', 'question', 'reid', 'hoffman']",Apple,Positive
"['podcast', 'social', 'business', 'summit', '2011', 'austin', 'link', 'listened', 'new', 'iphone', 'delight']",Apple,Positive
"['rt', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Positive
"['sitting', 'floor', 'hyatt', 'next', 'outlet', 'topping', 'iphone', 'charge', 'like', 'kind', 'tech', 'junkie']",Apple,Neutral
"['sitting', 'floor', 'behind', 'guy', 'fondling', 'new', 'ipad', '2', 'disturbing', 'way']",Apple,Negative
"['sitting', 'ground', 'waiting', 'ipad', 'austin', 'popup', 'store', 'geek', 'link']",Apple,Positive
"['window', 'scarborough', 'building', 'corner', '6th', 'congress', 'blacked', 'apple', 'store', 'born']",Apple,Positive
"['taken', 'sxsw', 'iphone', 'ipad', 'apps', 'granted', 'realizing', 'amazing', 'apps', 'big', 'applause', 'designer', 'devs']",Apple,Positive
"['made', 'time', 'podcast', 'strange', 'iphone', 'corrects', 'nostalgic']",Apple,Neutral
"['never', 'first', 'year', 'want', 'go', 'jumped', 'shark', 'rt', 'rumor', 'apple', 'opening', 'temp']",Apple,Neutral
"['town', 'sure', 'check', 'u', 'using', 'google', 'place', 'foursquare', 'kick', 'as', 'deal']",Google,Positive
"['fun', 'w', 'new', 'feature', 'iphone', 'see', 'latest', 'article', 'roll', '4square', 'link']",Apple,Positive
"['mike', 'tyson', 'want', 'iphone', 'knockout', 'cnet', 'blog', 'link']",Apple,Positive
"['interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'link', 'via']",Google,Neutral
"['rt', 'going', 'today', 'share', 'photo', 'video', 'ireport', 'link', 'iphone', 'app']",Apple,Positive
"['rt', 'going', 'today', 'share', 'photo', 'video', 'ireport', 'link', 'cnn', 'iphone', 'app']",Apple,Neutral
"['fun', 'google', 'analytics', 'berklee', 'topspin', 'class', 'used', 'great', 'info', 'marketing', 'music']",Google,Positive
"['go', 'iphone', 'get', 'txts', '5', 'best', 'apps', 'link']",Apple,Neutral
"['hey', 'austin', 'know', 'little', 'love', 'music', 'wanna', 'make', '20', 'hour', 'please', 'let', 'know']",Apple,Neutral
"['correction', 'cab', 'driver', 'well', 'prepared', 'got', 'laptop', 'blackberry', 'iphone', 'dashboard', 'got', 'regular', 'cell', '2']",Apple,Neutral
"['apple', 'rt', 'woke', 'sandwiched', 'iphone', 'ipad', 'forgot', 'much', 'like', 'geek', 'spring', 'break']",Apple,Positive
"['tlds', 'factor', 'google', 'ranking', 'remember', 'get', 'wrapped', 'edu', 'org', 'domain']",Google,Neutral
"['even', 'born', 'yet', 'rt', 'party', 'theme', 'party', 'like', '1986', 'maggie', 'pic', 'link']",Google,Neutral
"['get', 'ipad', '2', 'yes', 'depressed']",Apple,Positive
"['web', 'page', 'appear', 'google']",Google,Neutral
"['lol', 'see', 'single', 'pc', 'user', 'around', 'ûójust', 'macbooks', 'ipads', 'web', 'devs', 'definitely', 'apple', 'folk']",Apple,Positive
"['grouped', 'guy', 'iphone', 'ipad', 'ipod', 'touch', 'decency', 'blush', 'least']",Apple,Neutral
"['grouped', 'nice', 'app', 'group', 'aber', 'leider', 'nur', 'iphone', 'link']",Apple,Positive
"['wait', 'fiona', 'apple', 'town', 'somebody', 'kidnap', 'put', 'recording', 'studio', 'record', 'new', 'album']",Apple,Neutral
"['gonna', 'get', 'ipad', '2', 'today', 'weekend', 'bet', 'line', 'apple', 'pop', 'store', 'austin', 'huge']",Apple,Neutral
"['wanna', 'baby', 'rt', 'platform', 'flipboard', 'iphone', 'team', 'started', 'working']",Apple,Neutral
"['gonna', 'leave', 'tomorrow', '5pm', 'go', 'purchase', 'map', 'store', 'link']",Apple,Neutral
"['nah', 'traveling', 'called', 'apple', 'guy']",Apple,Neutral
"['google', 'renames', 'augmented', 'reality', 'contextual', 'discovery']",Google,Neutral
"['ipad', '2', 'sync', 'complete', 'live']",Apple,Positive
"['testing', 'mmod', 'ipad', 'app', 'session', 'flawless', 'livesteam', 'bracket', 'show', 'ad', 'atrix', 'make', 'sense', 'mute', 'though']",Apple,Positive
"['grrr', 'plancast', 'stuff', 'exported', 'google', 'calendar', 'san', 'diego', 'pacific', 'time', 'shift', 'central', 'tme']",Google,Negative
"['cancel', 'trip', 'austin', 'today', 'weather', 'found', 'great', 'itunes', 'mix', 'sxsw', 'artist', 'free', 'link']",Apple,Positive
"['ipad', '2', 'launch', 'apple', 'store', 'austin', 'texas', 'link']",Apple,Neutral
"['including', 'emotional', 'thing', 'ipad']",Apple,Positive
"['james', 'franco', 'going', 'note', 'speech', 'ipad', '2', 'v', 'android', 'v', 'world', 'got', 'ipad', 'day', 'ago', 'feel', 'like', 'expert', 'already']",Apple,Positive
"['also', 'function', 'ipad', 'ûï', 'sure', 'lot', 'ipads', 'flight', 'û']",Apple,Neutral
"['¼', 'go', 'beyond', 'border', 'link']",Apple,Neutral
"['crowley', 'cashmore', 'think', 'ipad', '2', 'minor', 'step', 'tell', 'people', 'standing', 'line', 'apple', 'store']",Apple,Positive
"['wow', 'demand', 'ipad', '2', 'insatiable', 'seems', 'sold', 'everywhere', 'austin', 'texas', 'suppose', 'town', 'helping']",Apple,Positive
"['put', 'word', 'food', 'google', 'map', 'search', 'phone', 'yeah']",Google,Neutral
"['stop', 'let', 'u', 'make', 'custom', 'iphone', 'case', 'link', 'link']",Apple,Neutral
"['swisher', 'mccue', 'see', 'clear', 'flow', 'netscape', 'yahoo', 'google', 'term', 'learning', 'mistake', 'prior']",Google,Neutral
"['rare', 'rt', 'yet', 'see', 'someone', 'pc', 'dell', 'otherwise', 'sxsw', 'apple', 'macbook', 'pro', 'ipads']",Apple,Neutral
"['chillin', 'talkin', 'ux', 'design', 'perspective', 'used', 'programmer']",Google,Neutral
"['line', 'around', 'block', 'apple', 'store', 'apple', 'store', 'sxsw', 'link']",Apple,Neutral
"['line', 'around', 'corner', 'say', 'wait', 'already', 'got', 'two', 'camera', 'sorry']",Apple,Negative
"['anyone', 'find', 'makeshift', 'store', 'yet']",Apple,Positive
"['bound', 'keep', 'eye', 'may', 'give', 'away', 'case', 'atx', 'land']",Apple,Neutral
"['surrounded', 'lot', 'ipad', '2', 'box']",Apple,Positive
"['sxsw', 'attendee', 'come', 'see', 'booth', '1415', 'trade', 'show', 'might', 'win', 'ipad', '2']",Apple,Positive
"['gee', 'wonder', 'many', 'android', 'apps', 'updating']",Google,Neutral
"['bereft', 'wanderer', 'white', 'cord', 'limp', 'lifeless', 'outlet', 'iphone']",Apple,Negative
"['hey', 'awesome', 'new', 'update', 'app', 'link', '3x', 'speedup', 'object', 'tagging', 'outside', 'conf', 'hour']",Apple,Positive
"['sander', 'one', 'author', 'talked', 'technology', 'story', 'facebook', 'iphone', 'showing', 'story']",Apple,Neutral
"['really', 'finding', 'enjoying', 'ipad', 'design', 'principle', 'well', 'done', 'useful', 'clear', 'point', 'throughout']",Apple,Positive
"['google', 'finding', 'new', 'way', 'help', 'small', 'business', 'say', 'place', 'page', 'overview', 'link']",Google,Positive
"['google', 'handing', 'free', 'pi', 'pi', 'day']",Google,Positive
"['cant', 'handle', 'tweet', 'new', 'flipboard', 'thinking', 'taking', 'plunge', 'buying', 'ipad']",Apple,Positive
"['man', 'panhandling', 'ipad', '2', 'world', 'coming', 'link']",Apple,Neutral
"['man', 'panhandling', 'ipad', '2', 'sxsw', 'ûªs', 'world', 'coming', 'link']",Apple,Neutral
"['man', 'panhandling', 'ipad', '2', 'sxsw', 'ûªs', 'world', 'coming']",Apple,Negative
"['global', 'activation', 'mapped', 'animated', 'link']",Google,Neutral
"['team', 'android', 'party', 'come', 'table', 'show', 'u', 'appolicious', 'app', 'yr', 'phone', 'enter', 'win', 'nexus', 'link']",Google,Positive
"['free', 'android', 'tshirt', 'link']",Google,Positive
"['q', 'android', 'webkit', 'lag', 'safari', 'webkit', 'want', 'acceleration', 'pervasive']",Google,Neutral
"['dear', 'friend', 'secret', 'michael', 'cera', 'barbarian', 'group', 'show', '5', 'pm', 'link']",Apple,Neutral
"['dear', 'friend', 'would', 'anyone', 'lend', 'ipad', 'mar', 'let', 'drop', 'data', 'back', 'would', 'thank']",Apple,Neutral
"['tandy', '100', 'great', 'grandfather', 'ipad', 'u', 'tell', 'link']",Apple,Neutral
"['domo', 'iphone', 'android', 'app', 'share', 'facebook', 'stranger', 'link', 'via']",Apple,Positive
"['iphone', 'app', 'would', 'b', 'pretty', 'awesome', 'crash', 'every', '10mins', 'extended', 'browsing']",Apple,Negative
"['best', 'iphone', 'accessory', 'link', 'via']",Apple,Positive
"['hey', 'favorite', 'online', 'development', 'resource']",Apple,Neutral
"['sxsw', 'iphone', 'app', 'awesome', 'ipad', 'app', 'crash', 'every', 'time']",Apple,Negative
"['iphone', 'apps', 'put', 'screen', '1', 'making', 'new', 'ui', 'next', '7', 'day']",Apple,Neutral
"['iphone', 'art', 'accidentally', 'made', 'link']",Apple,Neutral
"['everyone', 'going', 'new', 'ipad', '2']",Apple,Neutral
"['free', 'iphone', 'charger', 'austin', 'music', 'hall', 'ignite', 'party']",Apple,Neutral
"['anyone', 'else', 'know', 'showing', 'circle', 'today']",Google,Neutral
"['anyone', 'else', 'think', 'marissa', 'mayer', 'look', 'like', 'laura', 'linney']",Google,Neutral
"['line', '2']",Apple,Positive
"['whoa', 'line', 'ipad', '2', '3blks', 'long']",Apple,Positive
"['link', 'line', 'ipad', '2', 'temp', 'apple', 'store', 'austin', 'texas']",Apple,Neutral
"['iphone', 'game', 'presentation', 'delivered', 'window', 'laptop']",Apple,Neutral
"['anyone', 'dongle', 'apple', 'air', 'sxsw', 'found', 'use', 'slide', 'would', 'huge', 'help', 'crowdsourced', 'dongle']",Apple,Neutral
"['anyone', 'picture', 'pop', 'store', 'austin', 'wanna', 'see']",Apple,Neutral
"['anyone', 'address', 'yeasayer', 'concert', 'tonight', 'google', 'map', 'failing']",Google,Negative
"['anyone', 'news', '2', 'course', 'link']",Apple,Positive
"['ipad', '2', 'line', 'easily', '300', 'deep', 'link']",Apple,Neutral
"['anyone', 'know', 'google', 'talk']",Google,Neutral
"['anyone', 'know', 'store', 'still', 'ipad', '2', 'stock']",Apple,Positive
"['anyone', 'know', 'pop', 'apple', 'store', 'left']",Apple,Neutral
"['anyone', 'know', 'apple', 'popup', 'store', 'still', 'stock']",Apple,Neutral
"['anyone', 'know', 'way', 'watch', 'announcement']",Apple,Neutral
"['anyone', 'know', 'name', 'tv', 'experience', 'sharing', 'iphone', 'app', 'mentioned', 'last', 'broadcast', 'panel', 'thanks']",Apple,Neutral
"['best', 'iphone', 'mobile', 'readable', 'interactive', 'film', 'schedule', 'site']",Apple,Neutral
"['asked', 'one', 'booth', 'people', 'paid', 'every', 'single', 'booth', 'show', 'product', 'ipad', '2', 'said']",Apple,Negative
"['one', 'least', 'helpful', 'session', 'leave', 'session', 'read', 'ipad', 'design', 'note', 'instead', 'link']",Apple,Positive
"['one', 'three', 'best', 'apps', 'seen', 'link']",Apple,Positive
"['life', 'online', 'podcast', 'w', 'android', 'security', 'ie6', 'ipad', '2', 'link']",Google,Neutral
"['ipad', '2', 'line', 'stretching', 'around', 'block']",Apple,Neutral
"['everyone', 'work', 'google', 'genius', 'seriously', 'smart', 'artistic']",Google,Positive
"['turn', 'iphone', 'landscape', 'web', 'app', 'detail', 'cartridge', 'contest']",Apple,Neutral
"['get', 'line', 'thing', 'probably', 'get', 'crazy', 'temp', 'store', 'bit', 'link']",Apple,Neutral
"['iphone', 'rt', 'find', 'one', 'gadget', 'going', 'bag', 'link']",Apple,Neutral
"['another', 'one', 'holy', 'social', 'fragmentation', 'google', 'launch', 'new', 'social', 'network', 'called', 'circle', 'possibly', '2day', 'link']",Google,Neutral
"['ok', 'trying', 'tell', 'something', '2nd', 'day', 'row', 'got', 'apple', 'store', 'right', 'closed']",Apple,Neutral
"['apple', 'opened', 'store', 'release', 'ipad', '2', 'quite', 'scene', 'geek', 'power', 'link']",Apple,Positive
"['apple', 'opened', 'temp', 'store', '6', 'congress', 'dope']",Apple,Neutral
"['people', 'lined', 'around', 'block', 'outside', 'temporary', 'apple', 'store', 'set', 'downtown', 'buy', 'ipads']",Apple,Neutral
"['need', 'driving', 'buddy', '30', 'hour', 'link']",Apple,Neutral
"['panel', 'mom', 'ipad', 'designing', 'boomer']",Apple,Neutral
"['linkedin', 'nelson', 'medina', 'hootsuite', 'news', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'android', 'h', 'link']",Apple,Neutral
"['lonely', 'job', 'protecting', 'ipad', '2', 'someone', 'gotta', 'link']",Apple,Positive
"['free', 'link', 'take', 'store', 'link']",Apple,Neutral
"['ipad', '2', 'line', '1', 'half', 'block', 'popup', 'store', 'link']",Apple,Neutral
"['best', 'show', 'sxsw', 'thomas', 'gayno', 'like', 'choreography', 'browser', 'window']",Google,Positive
"['internet', 'blur', 'link', 'ipad', 'fade', 'link', 'ûò']",Apple,Negative
"['new', 'feature', 'give', '3', 'alternate', 'route', 'avoid', 'traffic', 'collectively', 'saving', 'driver', '2', 'yr', 'day']",Google,Positive
"['new', '4', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'link']",Apple,Neutral
"['new', 'ipad', 'apps', 'communication', 'showcased', 'conference', 'link']",Apple,Neutral
"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']",Apple,Positive
"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']",Apple,Neutral
"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']",Apple,Neutral
"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']",Apple,Neutral
"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']",Apple,Positive
"['covet', 'ipad', 'link']",Apple,Positive
"['buying', '2', 'new']",Apple,Positive
"['new', 'social', 'network', 'circle', 'announced', 'today']",Google,Neutral
"['knew', 'would', 'happen', 'ipad', '2', 'launched', 'actually', 'really', 'funny', 'irl', 'link']",Apple,Neutral
"['fancy', 'new', 'verizon', '4g', 'bb', 'card', 'keep', 'dropping', 'iphone']",Apple,Neutral
"['new', 'version', 'map', 'already', 'saved', 'pp', '2yrs', 'time', 'spent', 'locating', 'place', 'since', 'launch', 'earlier', 'week']",Google,Positive
"['get', 'new', 'wordpress', 'blog', 'indexed', '24', 'hour', 'checklist', 'link']",Apple,Neutral
"['exclusive', 'shot', 'popup', 'apple', 'store', 'link']",Apple,Positive
"['news', 'sxswi', 'temporary', 'ipad', 'store']",Apple,Neutral
"['news', 'lot', 'ipad', 'bashing', 'everyone', 'want', 'one', 'even', 'consistent', 'theme']",Apple,Positive
"['wo', 'next', 'google', 'map', 'amazing']",Google,Positive
"['guy', 'next', 'using', 'ipad', '2', 'periscope']",Apple,Positive
"['note', 'next', 'year', 'skinny', 'tie', 'skinny', 'jean', 'wayfarer', 'ipad', 'must', 'accessory']",Apple,Neutral
"['money', 'money', 'money', 'head', 'set', 'temporary', 'store', 'austin', 'link', 'via']",Apple,Neutral
"['nfc', 'chip', 'one', 'big', 'technology', 'enablers', '2011', 'nexus', 'already', 'iphone', '5', 'probably']",Apple,Neutral
"['sweet', 'danfung', 'dennis', 'demoing', 'immersive', 'video', 'rig', 'ipad', 'platform', 'used', 'hell', 'back', 'party']",Apple,Positive
"['interesting', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",Google,Neutral
"['interesting', 'google', 'look', 'technical', 'solution', 'great', 'community', 'human', 'solution', 'û']",Google,Negative
"['backpacking', 'today', 'see', 'kind', 'conversation', 'google', 'cr', '48', 'brings']",Google,Neutral
"['downloading', 'featured', 'artist', 'link']",Apple,Neutral
"['downloading', 'new', 'iphone', 'software', 'b4', 'hit', 'road']",Apple,Neutral
"['debating', 'brand', 'role', 'publisher', 'enjoyed', 'heard', 'google', 'doodle', 'guy']",Google,Positive
"['interesting', 'debate', 'jcpenney', 'tactic', 'site', 'showing', 'irrelevant', 'keywords', 'google', 'bing', 'punishment']",Google,Neutral
"['looking', 'forward', 'panel', 'tomorrow', '5pm', 'left', 'brain', 'search', 'google', 'right', 'brain', 'search', 'x', 'link']",Google,Positive
"['looking', 'forward', 'pre', 'party', 'wed', 'hoping', 'win', 'resulting', 'shameless', 'promotion']",Apple,Positive
"['tweeting', 'pretty', 'non', 'existent', 'today', 'thanks', 'iphone', 'app', 'hootsuite', 'epic', 'replacement']",Apple,Negative
"['interesting', 'google', 'mobile', 'stats', '40', 'google', 'map', 'user', '150', 'million', 'come', 'link']",Google,Neutral
"['z16', 'saving', 'grace', 'link', 'code', 'valid', '59p', '11']",Apple,Neutral
"['like', 'seeing', 'applying', 'technology', 'art', 'project']",Google,Neutral
"['downloading', 'innovative', 'immersive', 'history', 'lesson', 'operation', 'ajax', 'take', 'look', 'got', 'ipad']",Apple,Neutral
"['child', 'using', 'ipad', 'first', 'time', 'link']",Apple,Neutral
"['interesting', 'news', 'ûï', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'link', 'û']",Google,Neutral
"['missing', 'even', 'opened', 'temporary', 'store', 'downtown', 'austin', 'say', 'hope', 'got', 'passport']",Apple,Positive
"['interesting', 'post', 'rt', 'improve', 'website', 'ranking', 'advice', 'google', 'bing', 'link', 'se']",Google,Neutral
"['interesting', 'presentation', 'building', 'iphone', 'app', 'link']",Apple,Positive
"['interesting', 'rt', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",Google,Neutral
"['interesting', 'rt', 'google', 'analytics', 'track', 'offsite', 'link', 'virtual', 'pg', 'view', 'using', 'script']",Google,Positive
"['google', 'bing', 'search', 'smackdown', 'panel', 'giant', 'room', 'enough', 'chair', 'hope', 'search']",Google,Neutral
"['fascinating', 'talk', 'health', 'data', 'private', 'verge', 'something', 'good', 'see', 'google', 'body']",Google,Neutral
"['interesting', 'talk', 'web', 'font', 'google', 'guy']",Google,Neutral
"['ok', 'visiting', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', '2', 'launch', 'link']",Apple,Neutral
"['downloading', 'app', 'iphone']",Apple,Neutral
"['well', 'ipad', 'really', 'perfect', 'device']",Apple,Positive
"['still', 'using', 'original', 'iphone', 'wondering', 'get', 'kicked']",Apple,Neutral
"['interesting', 'tidbit', 'apple', 'designed', 'ipad', '2', 'case', 'designing', 'actual', 'device']",Apple,Positive
"['going', 'apple', 'store', 'link']",Apple,Positive
"['going', 'mock', 'coming', 'stand', '4', 'hour', 'line', 'ipad', '2', 'remembered', 'horror', 'movie']",Apple,Negative
"['going', 'need', 'bigger', 'battery']",Apple,Neutral
"['interesting', 'see', 'yellow', 'page', 'app', 'come', 'example', 'good', 'practice']",Apple,Positive
"['going', 'apple', 'shop', 'congress', 'avenue', 'friday']",Apple,Neutral
"['starting', 'think', 'like', 'phone', 'damn', 'u', 'wanted', 'abacus']",Apple,Negative
"['interesting', 'tweet', 'stream', 'follow', 'one', 'q', 'google', 'bing', 'someone', 'msn', 'lol']",Google,Neutral
"['unloaded', 'popup', 'store', 'awesome', 'link']",Apple,Positive
"['interesting', '13', 'apps', 'watch', 'sxsw', 'year', 'link']",Apple,Neutral
"['interesting', 'rt', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']",Google,Neutral
"['interesting', 'google', 'launch', 'circle', 'later', 'today', 'context', 'added', 'search', 'link']",Google,Neutral
"['interesting', 'rt', 'rt', 'google', 'circle', 'might', 'launch', 'today', 'new', 'social', 'network', 'link']",Google,Neutral
"['interesting', 'rt', 'google', 'launching', 'secret', 'new', 'social', 'network', 'called', 'circle', 'link']",Google,Neutral
"['lounge', 'free', 'daily', 'free', 'coffee', 'recharge', 'refresh', 'åç', 'austin', 'detail', 'link']",Apple,Positive
"['lounge', 'free', 'daily', 'recharge', 'device', 'see', 'made', 'show', 'åç', 'austin', 'detail', 'link']",Apple,Neutral
"['lounge', 'recharge', 'coffee', 'h2o', 'ipad', 'art', 'daily', '106', 'e', '8th', 'congress', 'åç', 'austin', 'detail', 'link']",Apple,Neutral
"['great', 'panel', 'much', 'web', 'content', 'geared', 'toward', 'workplace', 'reading', 'ipad', 'kindle', 'changed']",Apple,Neutral
"['nice', 'article', 'android', 'iphone', 'app', 'launch', 'link', 'coming', 'vip', 'launch', 'party']",Apple,Neutral
"['nice', 'song', 'ûªt', 'hack', 'write', 'rail', 'deliver', 'sell', 'work', 'google', 'link']",Google,Negative
"['nice', 'meeting', 'last', 'night', 'confession', 'installed', 'ipad', 'really', 'like']",Apple,Positive
"['nice', 'move', 'apple', 'center', 'apple', 'next', 'week']",Apple,Positive
"['nice', 'vid', 'ipad', '2', 'hope', 'behind', 'camera', 'link']",Apple,Positive
"['nice', 'work', 'organizing', 'apple', 'store', 'wish']",Apple,Positive
"['niche', 'product', 'party', 'yet', 'google', 'sketchup', 'link']",Google,Neutral
